code,current_code,announced_on,old_registry,new_registry,headline,classification,method,pdf_url
XF1,XF1,2023-07-28,Computershare,Automic,Change of Share Registrar to Automic,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20230728/pdf/05s28md75xgj1p.pdf
ECS,ECS,2023-07-24,Computershare,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20230724/pdf/05rx8crqt2x8vs.pdf
WAR,WAR,2023-07-14,Automic,Boardroom,Change of share registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20230714/pdf/05rmpfswq76429.pdf
WMA,WMA,2023-07-14,Automic,Boardroom,Change of share registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20230714/pdf/05rmnjl0l888cp.pdf
MEK,MEK,2023-07-07,MUFG Corporate Markets,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20230707/pdf/05rf5zfd0grf1x.pdf
WZR,WZR,2023-07-05,Computershare,MUFG Corporate Markets,Details of Share Registry address - Change of Provider,address_only,from_to,https://announcements.asx.com.au/asxpdf/20230705/pdf/05rbsk31895cf3.pdf
YRL,YRL,2023-06-30,Boardroom,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20230630/pdf/05r5l0my4fjw42.pdf
FRX,FRX,2023-06-29,Advanced Share Registry,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20230629/pdf/05r34lclth70s3.pdf
HMI,HMI,2023-06-23,Automic,Computershare,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20230623/pdf/05qy5pf4nzmbv0.pdf
OSX,OSX,2023-06-23,MUFG Corporate Markets,Automic,Change of Share Registry Details,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20230623/pdf/05qy57qnj1hhbx.pdf
DOU,SKK,2023-06-16,Automic,Advanced Share Registry,Change of Share Registry,provider_change,prior_doc+next_doc,https://announcements.asx.com.au/asxpdf/20230616/pdf/05qqgrjzry540t.pdf
WSI,WSI,2023-06-13,Automic,Advanced Share Registry,Change of Share Registry,provider_change,appoint_plus_one,https://announcements.asx.com.au/asxpdf/20230613/pdf/05qlxz5rs5nvzq.pdf
OAK,OAK,2023-06-02,Automic,MUFG Corporate Markets,Change of Share Register Notification,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20230602/pdf/05q9td0r5jcd19.pdf
IXU,DWG,2023-05-26,MUFG Corporate Markets,Automic,Change of Registry Details,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20230526/pdf/05q1w4mncztm2g.pdf
SKN,SKN,2023-05-24,MUFG Corporate Markets,Advanced Share Registry,Change of share registry - Update,provider_change,appoint_plus_one,https://announcements.asx.com.au/asxpdf/20230524/pdf/05q04ndq6nbzq7.pdf
QRI,QRI,2023-05-22,Automic,MUFG Corporate Markets,Update - Change in Unit Registry Provider,registry_other,from_to,https://announcements.asx.com.au/asxpdf/20230522/pdf/05pxd9klgpx6p1.pdf
DYM,DYM,2023-05-19,Advanced Share Registry,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20230519/pdf/05pvl4vnkfvwkn.pdf
RMX,RMX,2023-05-17,Computershare,Automic,Change Of Share Registry Details,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20230517/pdf/05psp6k35lzvn4.pdf
QRI,QRI,2023-05-15,Automic,MUFG Corporate Markets,Change in Unit Registry Provider,registry_other,from_to,https://announcements.asx.com.au/asxpdf/20230515/pdf/05ppm4r41hhbtd.pdf
CQE,CQE,2023-05-12,Boardroom,MUFG Corporate Markets,Change of share registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20230512/pdf/05pn63qn1dh9nb.pdf
MAY,MAY,2023-04-28,MUFG Corporate Markets,Boardroom,Change of share registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20230428/pdf/45p3pm2xml1d5x.pdf
SKN,SKN,2023-04-24,MUFG Corporate Markets,Advanced Share Registry,Change of share registry - Update,provider_change,appoint_plus_one,https://announcements.asx.com.au/asxpdf/20230424/pdf/45nyp46x9pp72c.pdf
FTL,M79,2023-04-18,Automic,Registry Direct,Transfer of Registry Services,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20230418/pdf/45nrz97g3df4hy.pdf
AUK,XEN,2023-04-11,Computershare,Advanced Share Registry,Transfer of Share Registry,provider_change,appoint_plus_one,https://announcements.asx.com.au/asxpdf/20230411/pdf/45nk8prkq8tngd.pdf
DCC,DCC,2023-04-03,Computershare,Automic,Change of Share Registry Details,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20230403/pdf/45n92wkyb8789r.pdf
PTL,PTL,2023-04-03,Boardroom,Automic,Change of registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20230403/pdf/45n9cz4x4ynlxq.pdf
GLA,USC,2023-04-03,Automic,Boardroom,Details of Share Registry address,address_only,from_to,https://announcements.asx.com.au/asxpdf/20230403/pdf/45nb834f8x6lds.pdf
CCR,CCR,2023-03-24,MUFG Corporate Markets,Computershare,Details of Share Registry address,address_only,from_to,https://announcements.asx.com.au/asxpdf/20230324/pdf/45n0ds4k9hs58p.pdf
KGN,KGN,2023-03-24,Computershare,Automic,Kogan.com change in share registry provider,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20230324/pdf/45n0kt2s03rfh3.pdf
SKN,SKN,2023-03-20,MUFG Corporate Markets,Advanced Share Registry,Change of share registry - Update,provider_change,appoint_plus_one,https://announcements.asx.com.au/asxpdf/20230320/pdf/45mvjz4kx35m0g.pdf
PDI,PDI,2023-03-17,MUFG Corporate Markets,Computershare,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20230317/pdf/45ms1ldrvdqfhx.pdf
NVA,NVA,2023-03-16,MUFG Corporate Markets,Automic,Change of Share Registry Details,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20230316/pdf/45mqz313d0wc6j.pdf
VVA,VVA,2023-03-16,MUFG Corporate Markets,Automic,Change of Share Registry Provider,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20230316/pdf/45mr06xhbdhtwq.pdf
AUK,XEN,2023-03-16,Advanced Share Registry,Computershare,Details of Share Registry address,address_only,two_brands,https://announcements.asx.com.au/asxpdf/20230316/pdf/45mrlp2zjswtmp.pdf
LCT,1AI,2023-03-06,Computershare,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20230306/pdf/45mbs5j3fctfv4.pdf
AUK,XEN,2023-03-06,Computershare,Advanced Share Registry,Details of Share Registry address,address_only,appoint_plus_one,https://announcements.asx.com.au/asxpdf/20230306/pdf/45mcpgrsr8lhv7.pdf
RHY,RHY,2023-02-27,MUFG Corporate Markets,Automic,Change of Share Registry Details,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20230227/pdf/45m2v88y20lkwy.pdf
SKN,SKN,2023-02-21,MUFG Corporate Markets,Advanced Share Registry,Transfer of share registry,provider_change,appoint_plus_one,https://announcements.asx.com.au/asxpdf/20230221/pdf/45lv7m7sc29nn1.pdf
1CG,1CG,2023-02-17,MUFG Corporate Markets,Computershare,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20230217/pdf/45lqtn0t1q9hqt.pdf
PUA,LRM,2023-02-06,Boardroom,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20230206/pdf/45l9v268h16gkc.pdf
EFE,EFE,2023-02-03,Boardroom,Automic,Change of Share Registry Details,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20230203/pdf/45l8lw8s8qsn24.pdf
GSN,GSN,2023-01-25,MUFG Corporate Markets,Computershare,Details of Share Registry,registry_other,from_to,https://announcements.asx.com.au/asxpdf/20230125/pdf/45ky8w49sm41g0.pdf
CF1,CF1,2023-01-23,Automic,Registry Direct,Transfer of registry services,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20230123/pdf/45kw5f7xyp0cyz.pdf
SW1,STV,2023-01-23,MUFG Corporate Markets,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20230123/pdf/45kw1jc47cc2l0.pdf
ANO,ANO,2023-01-20,Computershare,Automic,Change of Share Registry Details,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20230120/pdf/45kt7glw9z67bb.pdf
TWD,TWD,2023-01-20,Computershare,Automic,Change of Share Registry Details,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20230120/pdf/45kt7dk12kvfgl.pdf
VIG,VIG,2023-01-20,Boardroom,Automic,Details of Share Registry address,address_only,from_to,https://announcements.asx.com.au/asxpdf/20230120/pdf/45ktbrdsxx6hc6.pdf
FAU,FAU,2023-01-16,MUFG Corporate Markets,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20230116/pdf/45kp3mfvy80jv9.pdf
EGG,EGG,2023-01-13,MUFG Corporate Markets,Automic,Change of Share Registry Details,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20230113/pdf/45kmcwls020kwb.pdf
BKI,BKI,2023-01-09,Advanced Share Registry,MUFG Corporate Markets,Change of Share Registry Service Provider Notification,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20230109/pdf/45kh600n9h7sfy.pdf
BYH,ABR,2022-12-09,Computershare,Automic,Change of Share Registry Details,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20221209/pdf/45jn8kzdqsj4jz.pdf
DRE,DRE,2022-12-09,Computershare,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20221209/pdf/45jnf5skdzmr70.pdf
IPT,IPT,2022-12-02,Computershare,Advanced Share Registry,Change of Share Registry Details,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20221202/pdf/45jdd6j074kfrm.pdf
HPG,HPG,2022-11-28,Automic,MUFG Corporate Markets,Change of Share Register Notification,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20221128/pdf/45j40n2pb27l12.pdf
ECF,LED,2022-11-18,Boardroom,Computershare,Change of Security Registry,registry_other,from_to,https://announcements.asx.com.au/asxpdf/20221118/pdf/45hrrwtvrwg9dr.pdf
GTR,AMU,2022-11-14,Advanced Share Registry,Automic,Change of Share Registry Details,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20221114/pdf/45hk7zxc1b0jjg.pdf
CR9,M96,2022-10-31,Automic,Advanced Share Registry,Change of share registry,provider_change,appoint_plus_one,https://announcements.asx.com.au/asxpdf/20221031/pdf/45h25hm8cf3l60.pdf
BET,BET,2022-10-14,Computershare,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20221014/pdf/45g8sjrwlbrqpc.pdf
M7T,M7T,2022-10-06,MUFG Corporate Markets,Computershare,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20221006/pdf/45fzlbzg3gqf40.pdf
CF1,CF1,2022-10-05,Registry Direct,Automic,Complii completes takeover of Registry Direct,registry_other,two_brands,https://announcements.asx.com.au/asxpdf/20221005/pdf/45fyl4vh4vh4tq.pdf
HZR,HZR,2022-09-12,MUFG Corporate Markets,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20220912/pdf/45dzfgwzw57y3n.pdf
CF1,CF1,2022-08-31,Registry Direct,Automic,Update on Takeover Offer by Complii for Registry Direct,registry_other,two_brands,https://announcements.asx.com.au/asxpdf/20220831/pdf/45dltp9t2ljpx0.pdf
ECP,ECP,2022-08-30,Boardroom,Automic,DRP - Change of Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20220830/pdf/45dhn3c9g09g44.pdf
SUH,SUH,2022-08-26,Computershare,Automic,Change of Share Registry Details,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20220826/pdf/45dblmnzbyk4s0.pdf
ECP,ECP,2022-08-12,Boardroom,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20220812/pdf/45cswm5wb0x9pl.pdf
RLF,RLF,2022-08-01,Registry Direct,Automic,Details of Share Registry address,address_only,from_to,https://announcements.asx.com.au/asxpdf/20220801/pdf/45cdp7trlykhmy.pdf
CDX,CQT,2022-07-29,MUFG Corporate Markets,Automic,Change of Share Registry Details,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20220729/pdf/45cbhpr3jl0wcg.pdf
ASN,ASN,2022-07-25,Automic,Advanced Share Registry,Transfer of Share Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20220725/pdf/45c3y86zxbbt69.pdf
APS,MML,2022-07-25,Registry Direct,Automic,Details of Share Registry address,address_only,from_to,https://announcements.asx.com.au/asxpdf/20220725/pdf/45c4gz9xjhfxf2.pdf
AEV,AEV,2022-07-11,Computershare,Automic,Details of Share Registry address,address_only,from_to,https://announcements.asx.com.au/asxpdf/20220711/pdf/45brk2fqgt88h0.pdf
MMI,MMI,2022-07-06,MUFG Corporate Markets,Computershare,Change of Registrar from 11 July 2022,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20220706/pdf/45blnf2yd1z4c9.pdf
AYT,AYT,2022-06-17,Boardroom,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20220617/pdf/45b0fj8p0dcr96.pdf
CAU,VIT,2022-06-16,MUFG Corporate Markets,Computershare,Details of Share Registry address,address_only,from_to,https://announcements.asx.com.au/asxpdf/20220616/pdf/459z014gf8jchd.pdf
LNR,FUN,2022-06-06,Computershare,Automic,Change of Share Registry Details,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20220606/pdf/459n64thbj2f32.pdf
CGS,CGS,2022-06-03,MUFG Corporate Markets,Automic,Change of Share Registry Details,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20220603/pdf/459ln9my2xmnz2.pdf
ASR,GA8,2022-05-30,Advanced Share Registry,Automic,Change of Share Registry Details,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20220530/pdf/459g7wr714zvcb.pdf
ALA,ALA,2022-05-27,Advanced Share Registry,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20220527/pdf/459ctnh55p0st8.pdf
TOP,TOP,2022-05-27,Boardroom,Computershare,Change of Registrar,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20220527/pdf/459ck9phmhts55.pdf
ALK,ALK,2022-05-20,Advanced Share Registry,Automic,Change of Share Registry Details,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20220520/pdf/4595pj5c9fl5kj.pdf
ALD,ALD,2022-05-10,MUFG Corporate Markets,Boardroom,NZX Listing and NZ share registry provider,provider_change,two_brands,https://announcements.asx.com.au/asxpdf/20220510/pdf/458w2q0138crj6.pdf
FCT,FCT,2022-05-06,Computershare,Automic,Change of Share Registry Details,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20220506/pdf/458rjdk3b1jv0w.pdf
ADO,ADO,2022-05-02,Boardroom,MUFG Corporate Markets,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20220502/pdf/458kv9bf8lk6bt.pdf
EVE,EVE,2022-05-02,MUFG Corporate Markets,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20220502/pdf/458l9typpmjrq9.pdf
CPT,EXT,2022-04-01,Boardroom,Automic,Change of Share Registry Details,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20220401/pdf/457lj455dq894t.pdf
FTZ,CP8,2022-03-18,Computershare,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20220318/pdf/4574zkc0cfrq7b.pdf
RBX,RBX,2022-03-11,MUFG Corporate Markets,Computershare,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20220311/pdf/456xvwzx788rcw.pdf
CAT,CAT,2022-02-21,Boardroom,MUFG Corporate Markets,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20220221/pdf/4564zzyhlrrp2b.pdf
MYG,MYG,2022-02-21,Advanced Share Registry,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20220221/pdf/4565t6s1gq3d4k.pdf
AUZ,AUZ,2022-02-18,Advanced Share Registry,Automic,Change of share registry details,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20220218/pdf/45635f96d1vhhv.pdf
BRG,BRG,2022-02-07,MUFG Corporate Markets,Boardroom,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20220207/pdf/455q9tyrtt4qxz.pdf
CXZ,CXZ,2022-01-28,Boardroom,Automic,Change of Share Registry Details,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20220128/pdf/455djxqjqt8xqj.pdf
UOS,UOS,2022-01-12,Boardroom,Advanced Share Registry,Share Registry Provider Re-Location,provider_change,two_brands,https://announcements.asx.com.au/asxpdf/20220112/pdf/454y4jp7j2pr6n.pdf
AIS,AIS,2021-12-13,MUFG Corporate Markets,Automic,CHANGE OF SHARE REGISTRY DETAILS,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20211213/pdf/45436z45qr4hbm.pdf
OPH,OPH,2021-12-13,Boardroom,Automic,Confirmation of Change of Unit Registry,registry_other,from_to,https://announcements.asx.com.au/asxpdf/20211213/pdf/454305cbm2jrf4.pdf
STO,STO,2021-12-13,Boardroom,Computershare,Change of share registry provider for Santos Limited,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20211213/pdf/4542nyydr7mq8z.pdf
OPH,OPH,2021-12-09,Boardroom,Automic,Fund Update - Change of Unit Registry,registry_other,from_to,https://announcements.asx.com.au/asxpdf/20211209/pdf/45404rfm0xvqrf.pdf
NOR,NOR,2021-11-09,Advanced Share Registry,MUFG Corporate Markets,Transfer of Share Registry - Update,provider_change,two_brands,https://announcements.asx.com.au/asxpdf/20211109/pdf/452rys1jwdkp25.pdf
NOR,NOR,2021-10-29,MUFG Corporate Markets,Advanced Share Registry,Transfer of Share Registry,provider_change,appoint_plus_one,https://announcements.asx.com.au/asxpdf/20211029/pdf/4529xlvtv5m3xj.pdf
IRX,NX1,2021-10-29,Computershare,Automic,Change of Share Registry Details,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20211029/pdf/452cfy09j8cqck.pdf
RAG,RAG,2021-10-08,Computershare,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20211008/pdf/451fv02zy2bjyk.pdf
WEC,WEC,2021-10-08,Computershare,Automic,Change of Share Registry Details,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20211008/pdf/451ffc6221sq9c.pdf
CZL,YAR,2021-10-01,MUFG Corporate Markets,Automic,Change of Share Registry Details,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20211001/pdf/4514w8cnxcx628.pdf
HCH,HCH,2021-09-24,Automic,Computershare,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20210924/pdf/450vnj60q6vb9x.pdf
ARD,ARD,2021-09-03,Computershare,Automic,Change of Share Registry Details,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20210903/pdf/4503zlj3kdw31f.pdf
AAU,AAU,2021-08-16,Computershare,Automic,Change of Share Registry Details,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20210816/pdf/44zbl82z0c8x1b.pdf
MRL,PLA,2021-08-02,Boardroom,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20210802/pdf/44yxv7gpvp11db.pdf
WMA,WMA,2021-07-30,MUFG Corporate Markets,Automic,Change of share registry,provider_change,prior_doc+next_doc,https://announcements.asx.com.au/asxpdf/20210730/pdf/44yv21glfc6h1b.pdf
DCX,LAT,2021-07-16,Computershare,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20210716/pdf/44ycxrktr3j88b.pdf
MPR,MPR,2021-07-16,Computershare,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20210716/pdf/44ycnfppdcmh91.pdf
RAS,RAS,2021-07-16,MUFG Corporate Markets,Automic,Change of Share Registry Details,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20210716/pdf/44yct2l2dffzyf.pdf
KSN,KSN,2021-07-09,MUFG Corporate Markets,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20210709/pdf/44y59r91rdfbw1.pdf
ANX,ANX,2021-07-05,Computershare,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20210705/pdf/44y0f7g2pj943x.pdf
ING,ING,2021-07-02,MUFG Corporate Markets,Computershare,Change of Registrar - Inghams Group Limited,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20210702/pdf/44xy79xf348fwy.pdf
SWP,SWP,2021-06-28,Advanced Share Registry,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20210628/pdf/44xqx91361mj04.pdf
CYM,CYM,2021-06-25,Advanced Share Registry,Automic,Change of Share Registry Details,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20210625/pdf/44xpmrvyfykwd0.pdf
PF1,BM8,2021-06-01,Boardroom,Computershare,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20210601/pdf/44wzx88z0prjcl.pdf
ACW,ACW,2021-05-28,MUFG Corporate Markets,Automic,Change of Share Register Notification,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20210528/pdf/44wwqbcnwy4kq6.pdf
TEM,TEM,2021-05-28,MUFG Corporate Markets,Automic,Change of Share Registry details,provider_change,cease_plus_one,https://announcements.asx.com.au/asxpdf/20210528/pdf/44wx2qzzlhqvvn.pdf
MBM,GTI,2021-05-17,Boardroom,Automic,Change of Share Registry Details,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20210517/pdf/44wk3bl3s707hn.pdf
INV,INV,2021-05-14,Boardroom,Automic,INV - Change of Share Registry Details - CORRECTION,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20210514/pdf/44whl61y36d8g7.pdf
INV,INV,2021-05-14,Boardroom,Automic,INV - Change of Share Registry Details,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20210514/pdf/44whjbdvhw37b8.pdf
IOU,OVT,2021-05-14,MUFG Corporate Markets,Automic,IOU Announces Change of Share Registry Details,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20210514/pdf/44wh6wrsqvd8qz.pdf
BOA,BOA,2021-05-07,Advanced Share Registry,Automic,Change of Share Registry Provider,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20210507/pdf/44w9fbh0mjq8dt.pdf
FSA,FSA,2021-05-03,MUFG Corporate Markets,Automic,Change of Share Registry Details,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20210503/pdf/44w43qqqgfwd91.pdf
CLZ,CLZ,2021-04-30,Advanced Share Registry,MUFG Corporate Markets,Change of Share Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20210430/pdf/44w1rd5y804zhq.pdf
COO,PHX,2021-04-23,Computershare,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20210423/pdf/44vskx7l1z7ly1.pdf
SGC,AOK,2021-04-12,Advanced Share Registry,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20210412/pdf/44vfxxt462pxkn.pdf
TMG,AT4,2021-04-12,Automic,Computershare,Change of Registrar,provider_change,appoint_plus_one,https://announcements.asx.com.au/asxpdf/20210412/pdf/44vg9s3qjjfbx5.pdf
XST,XST,2021-04-12,Advanced Share Registry,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20210412/pdf/44vfxsyfkbrp12.pdf
VRC,VRC,2021-03-17,Advanced Share Registry,MUFG Corporate Markets,Change of Share Registry Notification,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20210317/pdf/44trf608k57gqj.pdf
OBL,OBL,2021-03-08,MUFG Corporate Markets,Computershare,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20210308/pdf/44tfx55cvcqr2n.pdf
RGL,RGL,2021-03-05,Computershare,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20210305/pdf/44td7wlfmxbf7h.pdf
TI1,AEU,2021-02-19,MUFG Corporate Markets,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20210219/pdf/44svfrfw11p4n3.pdf
COG,COG,2021-01-29,MUFG Corporate Markets,Automic,Change of Share Registry Details,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20210129/pdf/44s5r1tbsfvmz4.pdf
DRX,DRX,2021-01-29,MUFG Corporate Markets,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20210129/pdf/44s4rldm0kdxj3.pdf
IRE,IRE,2021-01-22,MUFG Corporate Markets,Computershare,Change of Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20210122/pdf/44rxrkyf2pj76w.pdf
AGL,AGL,2020-12-15,MUFG Corporate Markets,Computershare,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20201215/pdf/44qzqqqy9v6d78.pdf
BWR,WOT,2020-12-11,Computershare,Automic,Change of Registry Details,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20201211/pdf/44qvksjywqf0l7.pdf
APZ,APZ,2020-12-09,MUFG Corporate Markets,Automic,Change of Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20201209/pdf/44qs468gh5zlmr.pdf
MP1,MP1,2020-11-16,MUFG Corporate Markets,Computershare,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20201116/pdf/44pwxg1qlc187d.pdf
LCL,LCL,2020-10-16,MUFG Corporate Markets,Automic,Change of Share Registry Details,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20201016/pdf/44nrmkrgp04y9q.pdf
IP1,WRK,2020-10-16,Registry Direct,Boardroom,Shareholder Notification of Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20201016/pdf/44nr783j3984c4.pdf
TCF,TCF,2020-10-15,Advanced Share Registry,Boardroom,Change of Registry Provider,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20201015/pdf/44nqby2tffdy01.pdf
RAN,RAN,2020-10-12,MUFG Corporate Markets,Automic,Change of Share Registry Details,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20201012/pdf/44nkwgmsshp1cp.pdf
IP1,WRK,2020-10-12,Registry Direct,Boardroom,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20201012/pdf/44nkss50v5jt5s.pdf
ICT,NXD,2020-10-05,MUFG Corporate Markets,Advanced Share Registry,Change of Share Registry,provider_change,appoint_plus_one,https://announcements.asx.com.au/asxpdf/20201005/pdf/44nbv9x23fn2wf.pdf
EXL,EXL,2020-09-25,Computershare,Automic,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20200925/pdf/44mzqbn675jycg.pdf
PLS,PLS,2020-09-08,Advanced Share Registry,Computershare,Change of Share Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20200908/pdf/44mfg3nszcgpn5.pdf
ODY,ODY,2020-08-28,Computershare,Automic,Change of Share Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20200828/pdf/44m1qfyrj9wbzv.pdf
MQG,MQG,2020-08-11,Boardroom,MUFG Corporate Markets,Change of share register notification,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20200811/pdf/44ld0nn28zwk30.pdf
