code,current_code,announced_on,old_registry,new_registry,headline,classification,method,pdf_url
PRU,PRU,2016-01-22,Advanced Share Registry,Computershare,Change of share registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20160122/pdf/434jpp8gz9rt00.pdf
GMR,AS1,2016-01-21,Security Transfer Australia,MUFG Corporate Markets,Change of Share Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20160121/pdf/434j03lkdbwnw3.pdf
OTC,VRS,2016-01-13,Security Transfer Australia,Computershare,Change of Share Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20160113/pdf/434cd2hcmgys4y.pdf
ARD,ARD,2015-12-21,Security Transfer Australia,Computershare,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20151221/pdf/433yqjvsvbkg57.pdf
WHN,ZMM,2015-12-21,MUFG Corporate Markets,Automic,Change of Share Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20151221/pdf/433z9z951k4zn3.pdf
AKK,AXP,2015-12-14,Computershare,Boardroom,Share Registry changed - new address,address_only,from_to,https://announcements.asx.com.au/asxpdf/20151214/pdf/433s30m6gvx866.pdf
OMT,IME,2015-12-14,MUFG Corporate Markets,Boardroom,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20151214/pdf/433rzzb5j41wy2.pdf
FSI,FSI,2015-11-16,Computershare,Boardroom,Letter to Shareholders re share register change,registry_other,from_to,https://announcements.asx.com.au/asxpdf/20151116/pdf/4330dv6j1hmd9q.pdf
FSI,FSI,2015-11-16,Computershare,Boardroom,Details of Share Registry address,address_only,from_to,https://announcements.asx.com.au/asxpdf/20151116/pdf/4330c664mz8582.pdf
ESR,ESR,2015-11-09,Boardroom,Automic,Change of Share Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20151109/pdf/432tkp1s5vgrhn.pdf
FAR,FAR,2015-10-28,Advanced Share Registry,Computershare,Change of Share Register Notification - Amendment,provider_change,two_brands,https://announcements.asx.com.au/asxpdf/20151028/pdf/432h3lg39kyl18.pdf
ESR,ESR,2015-10-20,Boardroom,Automic,Change of Share Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20151020/pdf/43270pccxm8g8d.pdf
FAR,FAR,2015-08-28,Advanced Share Registry,Computershare,Change of Share Register Notification,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20150828/pdf/430xlf95rq5qvl.pdf
EGG,EGG,2015-08-20,Computershare,MUFG Corporate Markets,Change of Share Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20150820/pdf/430n8050x2pxkb.pdf
MAE,ODE,2015-08-12,Computershare,Automic,Change of Share Registry,provider_change,prior_doc+next_doc,https://announcements.asx.com.au/asxpdf/20150812/pdf/430g7p34749408.pdf
SHP,HT8,2015-08-10,Computershare,Boardroom,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20150810/pdf/430df3pp9hgv25.pdf
MQG,MQG,2015-08-04,Computershare,MUFG Corporate Markets,Change of Share Register Notification,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20150804/pdf/4309d8hbmdd6hc.pdf
PEL,SHN,2015-07-31,Security Transfer Australia,Automic,Change of Share Registry Notification,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20150731/pdf/430660c2jp9pmm.pdf
IMU,IMU,2015-07-24,Computershare,Automic,Change of Share Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20150724/pdf/4300gchzx2c0y4.pdf
RYG,OAK,2015-07-17,Computershare,Automic,Change of Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20150717/pdf/42zw42dts87r9m.pdf
SKF,BEO,2015-07-13,Security Transfer Australia,Boardroom,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20150713/pdf/42zsbvnwl5lkq1.pdf
CZL,YAR,2015-07-09,Security Transfer Australia,MUFG Corporate Markets,Change of Share Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20150709/pdf/42zqhz84ynrk8k.pdf
GXN,ZMI,2015-05-29,Advanced Share Registry,Automic,Change of Share Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20150529/pdf/42ywrxzxjcffvj.pdf
CL8,CL8,2015-05-11,Security Transfer Australia,Boardroom,Change of share registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20150511/pdf/42yh7tg2zd4jhb.pdf
PEL,SHN,2015-05-07,Security Transfer Australia,Automic,Change of Share Registry Update,provider_change,prior_doc+next_doc,https://announcements.asx.com.au/asxpdf/20150507/pdf/42yffjn2zc3qlt.pdf
PEL,SHN,2015-04-30,Security Transfer Australia,Automic,Change of Share Registry Notification,provider_change,prior_doc+next_doc,https://announcements.asx.com.au/asxpdf/20150430/pdf/42y8vf4s4v3xg3.pdf
BPH,BPH,2015-04-28,Security Transfer Australia,Advanced Share Registry,Update - Share Registry Service Provider Date of Change,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20150428/pdf/42y599d76rypl5.pdf
MMR,MMR,2015-04-28,Security Transfer Australia,Advanced Share Registry,Update - Share Registry Service Provider Date of Change,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20150428/pdf/42y595tp36j1lm.pdf
CVT,EXT,2015-04-20,Advanced Share Registry,Boardroom,Change of Provider of Share Registry Management Services,registry_other,from_to,https://announcements.asx.com.au/asxpdf/20150420/pdf/42xzhr0wrbh4sd.pdf
CM8,UNT,2015-04-14,Computershare,Boardroom,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20150414/pdf/42xwljcmqm2mx5.pdf
BPH,BPH,2015-04-07,Security Transfer Australia,Advanced Share Registry,Notice of Change of Share Registry Services Provider,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20150407/pdf/42xrchwnzw813h.pdf
MMR,MMR,2015-04-07,Security Transfer Australia,Advanced Share Registry,Notice of Change of Share Registry Services Provider,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20150407/pdf/42xrc8ymp8qb3v.pdf
AAR,AAR,2015-03-12,Computershare,Security Transfer Australia,Change of Share Registry,provider_change,cease_appoint,https://announcements.asx.com.au/asxpdf/20150312/pdf/42x7dwclvvgtj2.pdf
KKO,KKO,2015-03-05,Security Transfer Australia,Automic,Change of Share Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20150305/pdf/42x31p065szxyw.pdf
SFN,STV,2015-02-25,Computershare,Automic,Change of Share Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20150225/pdf/42ww936607h3mj.pdf
ARU,ARU,2015-02-16,Security Transfer Australia,MUFG Corporate Markets,Change of Share Registry Notification,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20150216/pdf/42wmty7y8jkcxf.pdf
RSL,CF1,2015-02-13,Computershare,Security Transfer Australia,Change of Share Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20150213/pdf/42wl98q3d4294j.pdf
CYP,CYP,2015-02-13,Security Transfer Australia,Automic,Change of Share Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20150213/pdf/42wljwkdp85jy0.pdf
AMN,AMN,2015-01-20,Boardroom,Automic,Change of Share Registry Notification,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20150120/pdf/42w2jc0t7mmh90.pdf
VML,VML,2015-01-09,Security Transfer Australia,Automic,Change of Share Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20150109/pdf/42vxsglnjwm4yf.pdf
SLT,RNT,2015-01-05,Security Transfer Australia,Automic,Change of Share Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20150105/pdf/42vvj54r2pnwrp.pdf
TAR,TAR,2015-01-05,Computershare,Security Transfer Australia,Change of Share Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20150105/pdf/42vvfj0qk59qzt.pdf
FRN,WC8,2015-01-05,Computershare,Security Transfer Australia,Change of Share Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20150105/pdf/42vvfpb20gm4gc.pdf
FGX,FGX,2014-12-12,Computershare,Boardroom,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20141212/pdf/42vfxg287ns47t.pdf
MEH,PCK,2014-12-01,Security Transfer Australia,Boardroom,Share Registry,registry_other,from_to,https://announcements.asx.com.au/asxpdf/20141201/pdf/42v5lf0pdty5s0.pdf
QBE,QBE,2014-12-01,MUFG Corporate Markets,Computershare,Change to Share Registry and DRP and BSP,registry_other,appoint_plus_one,https://announcements.asx.com.au/asxpdf/20141201/pdf/42v50qpj4wx2f2.pdf
LER,FGH,2014-11-27,Security Transfer Australia,MUFG Corporate Markets,Share registry change,provider_change,appoint_plus_one,https://announcements.asx.com.au/asxpdf/20141127/pdf/42v1khxnxkvj0n.pdf
SAT,LAC,2014-11-10,Security Transfer Australia,Computershare,Change of Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20141110/pdf/42tm8hnb4pw31r.pdf
EMG,FEX,2014-11-03,Computershare,Automic,Change of Share Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20141103/pdf/42tgr2hhh4q83g.pdf
PNE,EUR,2014-10-06,Computershare,Advanced Share Registry,Transfer of Share Register,provider_change,appoint_plus_one,https://announcements.asx.com.au/asxpdf/20141006/pdf/42sq1sz062b9vl.pdf
SMR,SMR,2014-09-22,Computershare,MUFG Corporate Markets,Change of Share Register Notification,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20140922/pdf/42sc28p8cpj1bt.pdf
ICT,NXD,2014-09-19,Computershare,MUFG Corporate Markets,Change of Share Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20140919/pdf/42sbgcglt7c9sf.pdf
AVX,TD1,2014-09-12,Computershare,Boardroom,Change of Share Registry Services,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20140912/pdf/42s5xjbr5p3gd2.pdf
CMT,BDM,2014-09-08,Automic,Security Transfer Australia,Change of Share Registry,provider_change,two_brands,https://announcements.asx.com.au/asxpdf/20140908/pdf/42s2b3jrv831fk.pdf
KRM,KRM,2014-08-22,Advanced Share Registry,MUFG Corporate Markets,Change of Share Registry Services,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20140822/pdf/42rp4gtrbb6w2t.pdf
DAU,ZAG,2014-08-13,Computershare,Advanced Share Registry,Change of Share Registry,provider_change,appoint_plus_one,https://announcements.asx.com.au/asxpdf/20140813/pdf/42rg8x5htgzf1m.pdf
IGO,IGO,2014-08-08,Security Transfer Australia,Computershare,Change of Share Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20140808/pdf/42rcqj26s27d7x.pdf
STX,STX,2014-08-08,Computershare,Boardroom,Future Share Registry Change,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20140808/pdf/42rckvqt2q1mbd.pdf
BCK,BCK,2014-08-05,Tricor,Computershare,Change of Address of Principal Share Registrar in Bermuda,address_only,two_brands,https://announcements.asx.com.au/asxpdf/20140805/pdf/42r8s75p8hbbpl.pdf
IOG,VSR,2014-07-23,Security Transfer Australia,MUFG Corporate Markets,Details of change of Share Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20140723/pdf/42qzctkm0hzjc0.pdf
AGY,AGY,2014-07-03,Advanced Share Registry,Automic,Change of Share Registry Details,provider_change,appoint_plus_one,https://announcements.asx.com.au/asxpdf/20140703/pdf/42qmj0g93nr1l6.pdf
DAF,DAF,2014-07-03,Advanced Share Registry,Automic,Change of Share Registry Details,provider_change,appoint_plus_one,https://announcements.asx.com.au/asxpdf/20140703/pdf/42qmhkkkk561gx.pdf
MTA,WTM,2014-07-02,Computershare,Automic,Change of Share Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20140702/pdf/42qllycl6l7fq0.pdf
KCN,KCN,2014-06-30,Security Transfer Australia,MUFG Corporate Markets,Change of Share Registry to Link Market ServicesLimited,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20140630/pdf/42qj1x5lc5jwgx.pdf
TLU,FCT,2014-06-26,Boardroom,Computershare,Change of Provider of Share Registry Management Services,registry_other,from_to,https://announcements.asx.com.au/asxpdf/20140626/pdf/42qg8y9yvw7qsp.pdf
AIV,AIV,2014-06-23,Computershare,Boardroom,Details of Share Registry address,address_only,from_to,https://announcements.asx.com.au/asxpdf/20140623/pdf/42qc46gb8mq3zk.pdf
SRQ,AIS,2014-06-19,Computershare,MUFG Corporate Markets,Change of Share Register Notification,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20140619/pdf/42q9drzs21w9hs.pdf
IPC,IPC,2014-06-19,Boardroom,Registry Direct,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20140619/pdf/42q9l873j5rhqt.pdf
LCE,LCE,2014-06-19,Boardroom,Registry Direct,Share Registry Change / Late ANZPB Proceeds,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20140619/pdf/42q9ljt5tkyl27.pdf
TEL,SPK,2014-06-17,Computershare,MUFG Corporate Markets,Details of Share Registry address,address_only,from_to,https://announcements.asx.com.au/asxpdf/20140617/pdf/42q83ntxxj5mf1.pdf
AVD,TAL,2014-06-11,Advanced Share Registry,Automic,Deferral for Change of Share Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20140611/pdf/42q4x5zky3c3vj.pdf
TWD,TWD,2014-06-05,MUFG Corporate Markets,Computershare,Change in Share Registry Services,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20140605/pdf/42q1qg16937v67.pdf
AVD,TAL,2014-05-29,Advanced Share Registry,Automic,Change of Share Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20140529/pdf/42pxkc3gy96tw0.pdf
PLS,PLS,2014-05-27,Boardroom,Advanced Share Registry,Details of Share Registry address,address_only,from_to,https://announcements.asx.com.au/asxpdf/20140527/pdf/42pw2w1x573y31.pdf
IDT,IDT,2014-05-26,Computershare,MUFG Corporate Markets,Change of Share Registry,provider_change,prior_doc+next_doc,https://announcements.asx.com.au/asxpdf/20140526/pdf/42ptxv59s4yzy3.pdf
COT,TSO,2014-05-19,Boardroom,Automic,Change of Share Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20140519/pdf/42ppx8sbsf67jh.pdf
WGO,GTI,2014-05-16,Security Transfer Australia,Boardroom,Change of Share Register,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20140516/pdf/42pnynvt4m30m8.pdf
CUG,DUB,2014-05-02,Computershare,Automic,Change of Share Registry - revised date,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20140502/pdf/42pdkcckmrlx70.pdf
CUG,DUB,2014-04-30,Computershare,Automic,Change of Share Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20140430/pdf/42pb6y5742d8c9.pdf
ALQ,ALQ,2014-04-07,Computershare,Boardroom,Letter to Shareholders re Change in Share Registry Provider,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20140407/pdf/42nvgr500563ht.pdf
ALQ,ALQ,2014-04-07,Computershare,Boardroom,Change of Share Registry Provider,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20140407/pdf/42nvggfwjx67ld.pdf
SZG,RDN,2014-04-04,Gould Ralph,MUFG Corporate Markets,Change of Share Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20140404/pdf/42nttcngj7nk1q.pdf
BNE,BOT,2014-04-01,Security Transfer Australia,Automic,Change of Share Registry Notification,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20140401/pdf/42nrcxdlhx2mrf.pdf
SBN,DXB,2014-03-20,Computershare,Automic,Change of Share Registry Notification,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20140320/pdf/42nj8djkd38v62.pdf
GFL,GFL,2014-03-17,MUFG Corporate Markets,Boardroom,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20140317/pdf/42nfxbgjyhv6zy.pdf
KBC,KBC,2014-03-10,MUFG Corporate Markets,Registry Direct,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20140310/pdf/42n8gdfrdpl4yt.pdf
CKF,CKF,2014-02-26,MUFG Corporate Markets,Computershare,Change to Share Registry Services Provider,registry_other,from_to,https://announcements.asx.com.au/asxpdf/20140226/pdf/42n0lqlpn9770z.pdf
TLG,TLG,2014-02-13,Advanced Share Registry,Security Transfer Australia,Change of share registry,provider_change,prior_doc+next_doc,https://announcements.asx.com.au/asxpdf/20140213/pdf/42mpvwjf2wwv9h.pdf
MNE,BRY,2014-01-17,Computershare,Automic,Change of Share Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20140117/pdf/42m5glll1w3p2z.pdf
CRJ,WSI,2014-01-16,Boardroom,Automic,Change of Share Registry Notification,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20140116/pdf/42m51zcdvpjdr2.pdf
ORN,ORN,2014-01-13,Security Transfer Australia,MUFG Corporate Markets,Change of Share Register Notification,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20140113/pdf/42m2s6xxj6t4rq.pdf
IMC,IMC,2014-01-07,Computershare,Security Transfer Australia,Change of Share Registry Service Provider,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20140107/pdf/42m0kpm6rp7vfq.pdf
AGY,AGY,2013-12-27,Computershare,Advanced Share Registry,Change of Share Registry Details,provider_change,appoint_plus_one,https://announcements.asx.com.au/asxpdf/20131227/pdf/42lwgxy4tk9tp6.pdf
EXR,EXR,2013-12-18,Computershare,Security Transfer Australia,Change of Share Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20131218/pdf/42lprgkf84xmwj.pdf
REA,REA,2013-12-02,Computershare,Boardroom,Change of Registry Services Provider to Boardroom,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20131202/pdf/42lb23sd6w5rt3.pdf
OEC,OEC,2013-11-15,Computershare,MUFG Corporate Markets,Change of Share Registry Notification,provider_change,prior_doc+next_doc,https://announcements.asx.com.au/asxpdf/20131115/pdf/42kwcqvhbksndk.pdf
AJC,SPN,2013-11-13,Advanced Share Registry,Boardroom,Details of Share Registry address,address_only,from_to,https://announcements.asx.com.au/asxpdf/20131113/pdf/42ktnrpgmz2lnc.pdf
VOR,XPD,2013-11-11,Advanced Share Registry,Automic,Change of Share Registry Notification,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20131111/pdf/42krw47rwmymf9.pdf
LIN,LIN,2013-11-08,Computershare,Automic,Change of Share Registry Notification,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20131108/pdf/42kqzwd9r9fgdv.pdf
PDM,IOD,2013-11-06,Boardroom,Automic,Change of Share Registry Notification,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20131106/pdf/42knx86zdsmp7j.pdf
TMK,TMK,2013-10-25,Advanced Share Registry,Automic,Change of Share Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20131025/pdf/42k9znd4p1d2sh.pdf
CCZ,NFM,2013-10-23,Computershare,Automic,Change of Share Registry Notification,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20131023/pdf/42k7zf6pg22ynx.pdf
ACW,ACW,2013-10-18,Computershare,Automic,Change of Share Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20131018/pdf/42k4g8g8gmlzy9.pdf
VIC,JAV,2013-10-15,Advanced Share Registry,Automic,Change of Share Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20131015/pdf/42k1jnwddlbsw0.pdf
CXX,EE1,2013-09-16,Security Transfer Australia,MUFG Corporate Markets,CHANGE OF SHARE REGISTRY,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20130916/pdf/42jd5694vkrqs8.pdf
OMI,OVT,2013-09-09,MUFG Corporate Markets,Computershare,Change of Share Registry,provider_change,two_brands,https://announcements.asx.com.au/asxpdf/20130909/pdf/42j7g097sy7tsz.pdf
FRN,WC8,2013-09-02,Computershare,Automic,Change of Share Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20130902/pdf/42j37b9k3kpndg.pdf
NME,NME,2013-08-19,Security Transfer Australia,Advanced Share Registry,Change of Share Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20130819/pdf/42hr5t0ngpd96x.pdf
ORG,ORG,2013-08-19,MUFG Corporate Markets,Boardroom,ORG Change of Share Registry Services Provider,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20130819/pdf/42hr2tgckp3h9c.pdf
GDY,JNS,2013-08-09,Computershare,MUFG Corporate Markets,Change of Share Register Notification,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20130809/pdf/42hkv19bwbsm5h.pdf
KRB,GCM,2013-07-26,MUFG Corporate Markets,Boardroom,Change of Share Registry Services,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20130726/pdf/42h8kw2gnfhp74.pdf
PKO,PKO,2013-07-24,Security Transfer Australia,Computershare,Change to PKO Share Registry,registry_other,two_brands,https://announcements.asx.com.au/asxpdf/20130724/pdf/42h6w6t2ntlprz.pdf
BSI,SKK,2013-06-27,Computershare,Security Transfer Australia,Transfer of Share Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20130627/pdf/42gqgzm2k6wtyk.pdf
MSR,TCG,2013-06-25,Computershare,Security Transfer Australia,Change of Share Registry,provider_change,cease_appoint,https://announcements.asx.com.au/asxpdf/20130625/pdf/42gnxqrvs7m2vr.pdf
CLA,CLA,2013-06-20,Computershare,Automic,Change of Share Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20130620/pdf/42gl7cvm0jw9w4.pdf
GML,GML,2013-03-26,Computershare,Security Transfer Australia,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20130326/pdf/42dx13yqgs4t70.pdf
VGP,TAT,2013-03-25,MUFG Corporate Markets,Security Transfer Australia,Details of New Share Registry,provider_change,cease_plus_one,https://announcements.asx.com.au/asxpdf/20130325/pdf/42dvtcxlcznk38.pdf
DGI,NXD,2013-03-18,Boardroom,Computershare,Change of Share Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20130318/pdf/42dr6q69jkb4nj.pdf
AFV,RAS,2013-03-08,Boardroom,Registry Direct,Change in Share Registry,provider_change,prior_doc+next_doc,https://announcements.asx.com.au/asxpdf/20130308/pdf/42djzvs63mp42r.pdf
BCN,BCN,2013-02-25,Advanced Share Registry,Security Transfer Australia,Change of Share Registry Services Provider,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20130225/pdf/42d84vnggtbs2h.pdf
ABQ,AEU,2013-02-14,Computershare,MUFG Corporate Markets,Change of Share Registry,provider_change,cease_plus_one,https://announcements.asx.com.au/asxpdf/20130214/pdf/42d0gqgc7yddhd.pdf
GRP,RC1,2013-02-13,Computershare,Advanced Share Registry,Details of Share Registry address,address_only,appoint_plus_one,https://announcements.asx.com.au/asxpdf/20130213/pdf/42d08wpwwkfyhv.pdf
IMA,IMA,2013-02-08,Computershare,Security Transfer Australia,Change of Share Registry,provider_change,cease_appoint,https://announcements.asx.com.au/asxpdf/20130208/pdf/42cxky20f2qkdk.pdf
EMB,EMB,2013-02-01,MUFG Corporate Markets,Boardroom,Change of share registry,provider_change,prior_doc+next_doc,https://announcements.asx.com.au/asxpdf/20130201/pdf/42csm9nq52lwkq.pdf
ACP,ACP,2013-01-08,Computershare,Advanced Share Registry,Change of share registry,provider_change,appoint_plus_one,https://announcements.asx.com.au/asxpdf/20130108/pdf/42cb7z5t2wq18d.pdf
PNN,PNN,2012-10-11,Computershare,MUFG Corporate Markets,Change of Share Register Notification,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20121011/pdf/429b7fwckbb60x.pdf
ORG,ORG,2012-07-20,MUFG Corporate Markets,Computershare,Contact Energy Ltd-Notification of Change in Share Registry,provider_change,two_brands,https://announcements.asx.com.au/asxpdf/20120720/pdf/427hxpxsfw8vlr.pdf
FPH,FPH,2012-05-18,Computershare,MUFG Corporate Markets,Change in Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20120518/pdf/426bcgdby2qc2g.pdf
CLY,REE,2012-05-09,Computershare,Security Transfer Australia,Change of Share Registry,provider_change,cease_appoint,https://announcements.asx.com.au/asxpdf/20120509/pdf/4265ckw74dvrlq.pdf
SFP,M7T,2012-04-20,Registries Limited,MUFG Corporate Markets,Change of Share Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20120420/pdf/425r1p2tvvzp46.pdf
NAG,NAG,2012-03-28,Computershare,Advanced Share Registry,Change of Share Registrar,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20120328/pdf/4259b8nd9lyf69.pdf
PNE,EUR,2012-03-26,Advanced Share Registry,Computershare,Change of Share Registry,provider_change,from_to,https://announcements.asx.com.au/asxpdf/20120326/pdf/4257zpv37x3w9d.pdf
BOE,BOE,2012-03-09,MUFG Corporate Markets,Security Transfer Australia,Change of Share Registry,provider_change,cease_appoint,https://announcements.asx.com.au/asxpdf/20120309/pdf/424y14b400419d.pdf
ARE,ORP,2012-03-05,Boardroom,MUFG Corporate Markets,Change of Share Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20120305/pdf/424tbr0mtsk1h6.pdf
BOE,BOE,2012-02-29,MUFG Corporate Markets,Security Transfer Australia,Change of Share Registry,provider_change,cease_appoint,https://announcements.asx.com.au/asxpdf/20120229/pdf/424q1hpn7xwkvg.pdf
MNC,LCL,2012-02-24,Security Transfer Australia,MUFG Corporate Markets,Change of Share Register Notification,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20120224/pdf/424lbs94dn2jkd.pdf
KNL,EGR,2012-02-20,Computershare,MUFG Corporate Markets,Change of Share Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20120220/pdf/424g3mxtkfthrx.pdf
AGR,AGR,2012-02-17,Computershare,MUFG Corporate Markets,Change of Share Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20120217/pdf/424fg1s8wlh3h6.pdf
GRP,RC1,2012-02-13,Security Transfer Australia,Computershare,Change of Share Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20120213/pdf/4249l022xpn7zq.pdf
BMG,WAU,2012-01-27,Computershare,Security Transfer Australia,Change of Share Registry,provider_change,cease_appoint,https://announcements.asx.com.au/asxpdf/20120127/pdf/423zcdpyvw531x.pdf
ANP,PER,2012-01-05,Computershare,Boardroom,Change of Provider of Share Registry Management Services,registry_other,from_to,https://announcements.asx.com.au/asxpdf/20120105/pdf/423mr7nfkzwxyz.pdf
BCI,BCI,2011-12-22,Advanced Share Registry,Computershare,Change of Share Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20111222/pdf/423gflrdmqz6fr.pdf
GRM,AMN,2011-12-16,Computershare,Boardroom,Change of Share Registry,provider_change,one_brand+prior_doc,https://announcements.asx.com.au/asxpdf/20111216/pdf/4239ygcvt0zcyk.pdf
